SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,RIDRETH1,RIDEXPRG,DMDEDUC2,DMDMARTZ,DMDBORN4,INDFMPIR,WTMECPRP,WTINTPRP,SDMVPSU,SDMVSTRA,gender,ethnicity,education,marital_status,pregnancy_status,country_of_birth
109266,2.0,29.0,6.0,5.0,2.0,5.0,3.0,2.0,5.0,8154.968193,7825.646112,2.0,168.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in Mexico
109284,2.0,44.0,1.0,1.0,2.0,2.0,1.0,2.0,,13794.793542,13822.803724,1.0,154.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
109291,2.0,42.0,6.0,5.0,2.0,5.0,1.0,1.0,,17228.617805,15845.543149,1.0,161.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109297,2.0,30.0,6.0,5.0,2.0,4.0,3.0,1.0,,14974.372893,13785.399152,2.0,154.0,Female,Non-Hispanic Asian,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109311,2.0,36.0,2.0,2.0,3.0,4.0,3.0,1.0,3.39,5.397605346934028e-79,28442.976987,1.0,166.0,Female,Other Hispanic,Some college / AA,Never married,Cannot determine,Born in 50 US states or DC
109315,2.0,30.0,4.0,4.0,2.0,4.0,3.0,1.0,2.16,7489.193596,7299.490539,2.0,170.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109317,2.0,28.0,4.0,4.0,2.0,4.0,3.0,1.0,,14593.735207,13686.835274,2.0,154.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109322,2.0,45.0,1.0,1.0,,2.0,1.0,2.0,2.79,14880.305672,14839.485563,2.0,161.0,Female,Mexican American,9-11th grade,Married / Living with partner,,Born in Mexico
109326,2.0,44.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,94345.370135,83913.333785,2.0,152.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109333,2.0,41.0,2.0,2.0,2.0,4.0,1.0,1.0,5.0,16401.59972,15305.767602,2.0,166.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109342,2.0,43.0,3.0,3.0,2.0,4.0,2.0,1.0,1.08,67850.682782,63669.639041,1.0,155.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
109373,2.0,30.0,3.0,3.0,2.0,4.0,3.0,1.0,1.22,14611.858553,14343.322465,2.0,167.0,Female,Non-Hispanic White,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109390,2.0,44.0,4.0,4.0,2.0,5.0,1.0,1.0,2.9,6931.067216,6775.204884,1.0,150.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109394,2.0,29.0,4.0,4.0,2.0,4.0,3.0,1.0,0.17,10118.84941,9360.146917,2.0,163.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109396,2.0,37.0,6.0,5.0,2.0,5.0,2.0,2.0,2.38,12988.809968,12300.477627,2.0,154.0,Female,Non-Hispanic Asian,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
109405,2.0,32.0,1.0,1.0,2.0,3.0,1.0,2.0,0.61,40402.156101,37510.194605,2.0,162.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
109423,2.0,28.0,1.0,1.0,2.0,3.0,2.0,2.0,,30320.108051,27046.892491,2.0,161.0,Female,Mexican American,High school / GED,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
109431,2.0,45.0,2.0,2.0,,4.0,1.0,2.0,5.0,8443.23462,8663.022452,1.0,168.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,,Born in Mexico
109432,2.0,44.0,4.0,4.0,2.0,5.0,3.0,1.0,3.66,7578.581746,6988.357343,2.0,159.0,Female,Non-Hispanic Black,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
109454,2.0,25.0,4.0,4.0,2.0,4.0,3.0,1.0,0.29,12158.466823,11041.525929,2.0,171.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109478,2.0,27.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,39528.599571,37996.261846,1.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109502,2.0,29.0,1.0,1.0,2.0,4.0,1.0,1.0,2.38,24330.138035,22453.899891,2.0,154.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109508,2.0,39.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,223255.602236,218279.807754,2.0,157.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109518,2.0,25.0,6.0,5.0,2.0,5.0,3.0,1.0,4.78,32206.895507,30277.718945,1.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
109526,2.0,31.0,4.0,4.0,2.0,5.0,3.0,1.0,,8519.372754,8393.421949,1.0,152.0,Female,Non-Hispanic Black,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
109537,2.0,34.0,6.0,5.0,3.0,3.0,1.0,2.0,,5.397605346934028e-79,9650.824302,2.0,155.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,Cannot determine,Born in Mexico
109541,2.0,35.0,4.0,4.0,2.0,4.0,3.0,1.0,1.9,3899.47546,3784.598133,1.0,150.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109545,2.0,36.0,6.0,5.0,2.0,3.0,1.0,2.0,,14207.589125,13564.656015,2.0,169.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
109548,2.0,25.0,4.0,4.0,2.0,5.0,3.0,1.0,4.61,23608.835029,21878.490955,3.0,156.0,Female,Non-Hispanic Black,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
109561,2.0,30.0,4.0,4.0,3.0,3.0,1.0,2.0,3.95,5.397605346934028e-79,20441.25812,2.0,165.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Cannot determine,Born in Mexico
109563,2.0,36.0,1.0,1.0,2.0,4.0,1.0,2.0,3.04,59380.123003,55583.144639,2.0,162.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
109568,2.0,32.0,4.0,4.0,2.0,4.0,1.0,1.0,0.9,17625.677528,16794.348371,1.0,151.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109571,2.0,28.0,7.0,5.0,2.0,4.0,3.0,1.0,0.66,6098.607785,5646.402665,1.0,171.0,Female,Other/Multiracial,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109579,2.0,42.0,3.0,3.0,2.0,4.0,1.0,1.0,1.06,19090.236172,19439.680641,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109580,2.0,39.0,4.0,4.0,2.0,2.0,1.0,1.0,2.22,22255.922352,20741.157089,1.0,168.0,Female,Non-Hispanic Black,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109602,2.0,43.0,2.0,2.0,2.0,1.0,3.0,2.0,,10969.102145,10702.309833,2.0,168.0,Female,Other Hispanic,Less than 9th grade,Never married,Not pregnant,Born in Mexico
109606,2.0,32.0,4.0,4.0,2.0,3.0,3.0,1.0,1.18,11591.371489,11166.233672,2.0,170.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
109623,2.0,31.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,10427.203978,9865.767406,2.0,158.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
109628,2.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,0.7,12026.45437,11305.429845,1.0,156.0,Female,Other Hispanic,9-11th grade,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
109635,2.0,40.0,1.0,1.0,2.0,3.0,1.0,2.0,,17718.458936,17534.855294,2.0,165.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
109639,2.0,42.0,3.0,3.0,2.0,4.0,1.0,1.0,,26943.804736,24934.679229,1.0,157.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109655,2.0,42.0,1.0,1.0,2.0,9.0,1.0,2.0,,14700.044561,14354.770519,2.0,161.0,Female,Mexican American,Don't know,Married / Living with partner,Not pregnant,Born in Mexico
109657,2.0,33.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,55876.661801,56375.298418,1.0,165.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109665,2.0,42.0,3.0,3.0,2.0,2.0,1.0,1.0,2.66,106470.740081,87509.737601,2.0,149.0,Female,Non-Hispanic White,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109678,2.0,32.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,45697.435621,44915.244164,1.0,161.0,Female,Non-Hispanic White,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109683,2.0,29.0,3.0,3.0,2.0,3.0,1.0,2.0,0.81,48533.638346,45735.007151,2.0,163.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
109687,2.0,37.0,3.0,3.0,2.0,4.0,1.0,1.0,3.21,5731.921252,5545.332627,2.0,165.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109691,2.0,26.0,6.0,5.0,2.0,4.0,1.0,1.0,2.86,11504.788486,10800.155942,3.0,156.0,Female,Non-Hispanic Asian,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109693,2.0,25.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,23693.124085,22272.336513,1.0,155.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
109697,2.0,35.0,1.0,1.0,2.0,4.0,3.0,2.0,1.7,11362.924687,11036.000197,2.0,164.0,Female,Mexican American,Some college / AA,Never married,Not pregnant,Born in Mexico
109700,2.0,42.0,2.0,2.0,2.0,5.0,1.0,1.0,2.65,21505.178393,22503.361302,2.0,152.0,Female,Other Hispanic,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109716,2.0,25.0,4.0,4.0,2.0,2.0,3.0,1.0,0.26,7998.808582,7271.446711,1.0,171.0,Female,Non-Hispanic Black,9-11th grade,Never married,Not pregnant,Born in 50 US states or DC
109727,2.0,42.0,3.0,3.0,2.0,3.0,3.0,1.0,,17328.701566,16880.188834,1.0,167.0,Female,Non-Hispanic White,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
109728,2.0,34.0,3.0,3.0,2.0,1.0,2.0,1.0,0.89,14943.405462,13501.473555,1.0,167.0,Female,Non-Hispanic White,Less than 9th grade,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
109730,2.0,29.0,4.0,4.0,2.0,4.0,3.0,1.0,0.61,10467.517232,9682.671931,2.0,163.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109789,2.0,32.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,99389.09768,99400.850433,1.0,150.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109796,2.0,44.0,4.0,4.0,3.0,4.0,2.0,1.0,0.89,5.397605346934028e-79,5658.205774,2.0,152.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,Cannot determine,Born in 50 US states or DC
109805,2.0,43.0,4.0,4.0,2.0,3.0,1.0,1.0,2.92,22922.764845,21454.875276,2.0,172.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109806,2.0,25.0,4.0,4.0,2.0,3.0,3.0,1.0,2.56,26762.289212,24489.43674,1.0,168.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
109814,2.0,29.0,4.0,4.0,2.0,2.0,1.0,1.0,0.35,10599.282231,9390.066001,2.0,169.0,Female,Non-Hispanic Black,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109817,2.0,36.0,6.0,5.0,2.0,5.0,1.0,1.0,5.0,16538.700711,15662.244546,1.0,154.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109820,2.0,29.0,1.0,1.0,2.0,3.0,1.0,1.0,0.93,23443.53258,21439.684957,2.0,159.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109860,2.0,25.0,4.0,4.0,2.0,4.0,3.0,1.0,4.65,24637.514239,23272.952565,1.0,166.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
109862,2.0,41.0,2.0,2.0,2.0,4.0,1.0,2.0,,8492.748882,8918.237837,1.0,167.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
109865,2.0,33.0,4.0,4.0,3.0,2.0,3.0,1.0,0.36,4820.823433,4510.170318,1.0,171.0,Female,Non-Hispanic Black,9-11th grade,Never married,Cannot determine,Born in 50 US states or DC
109866,2.0,28.0,3.0,3.0,2.0,4.0,1.0,1.0,4.05,17511.777087,16832.927926,2.0,156.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109872,2.0,38.0,4.0,4.0,3.0,4.0,3.0,1.0,0.78,7810.011614,7406.19383,1.0,149.0,Female,Non-Hispanic Black,Some college / AA,Never married,Cannot determine,Born in 50 US states or DC
109884,2.0,45.0,1.0,1.0,,3.0,1.0,2.0,5.0,37168.873739,34344.244729,1.0,156.0,Female,Mexican American,High school / GED,Married / Living with partner,,Born in Mexico
109894,2.0,32.0,1.0,1.0,2.0,4.0,2.0,1.0,1.82,21634.711506,20558.649107,2.0,164.0,Female,Mexican American,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
109912,2.0,43.0,3.0,3.0,3.0,5.0,1.0,1.0,,5.397605346934028e-79,13111.594212,2.0,167.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Cannot determine,Born in 50 US states or DC
109919,2.0,45.0,1.0,1.0,,1.0,1.0,2.0,,14700.044561,14354.770519,2.0,161.0,Female,Mexican American,Less than 9th grade,Married / Living with partner,,Born in Mexico
109922,2.0,42.0,3.0,3.0,2.0,3.0,2.0,2.0,0.51,51928.860817,45558.023069,2.0,149.0,Female,Non-Hispanic White,High school / GED,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
109926,2.0,45.0,4.0,4.0,,5.0,1.0,1.0,,16850.751314,15820.542564,1.0,156.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
109931,2.0,40.0,4.0,4.0,2.0,4.0,1.0,1.0,1.14,24048.220512,22832.6167,1.0,172.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109934,2.0,35.0,4.0,4.0,2.0,1.0,1.0,2.0,0.65,9203.238302,8390.909773,2.0,161.0,Female,Non-Hispanic Black,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
109938,2.0,34.0,2.0,2.0,2.0,5.0,3.0,1.0,2.59,73776.575724,71862.787051,2.0,157.0,Female,Other Hispanic,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
109939,2.0,37.0,2.0,2.0,2.0,1.0,1.0,2.0,,15760.398787,14683.649333,1.0,170.0,Female,Other Hispanic,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
109946,2.0,43.0,3.0,3.0,2.0,5.0,1.0,1.0,2.32,117103.072767,98904.360946,3.0,156.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109953,2.0,36.0,6.0,5.0,3.0,5.0,1.0,1.0,4.81,5.397605346934028e-79,13981.906148,2.0,161.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Cannot determine,Born in 50 US states or DC
109972,2.0,41.0,1.0,1.0,2.0,3.0,1.0,2.0,0.12,16217.250827,15023.755382,1.0,170.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
109975,2.0,39.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,27817.279854,26297.269468,1.0,159.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109978,2.0,30.0,7.0,5.0,2.0,4.0,1.0,1.0,3.18,20882.724999,19206.474719,1.0,162.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
109979,2.0,31.0,6.0,5.0,2.0,5.0,1.0,2.0,4.19,16535.248627,16017.823252,1.0,159.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
110005,2.0,45.0,4.0,4.0,,3.0,3.0,1.0,0.95,8439.159538,7492.474889,2.0,151.0,Female,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
110016,2.0,29.0,4.0,4.0,2.0,5.0,3.0,1.0,0.73,14779.481159,13778.119257,2.0,154.0,Female,Non-Hispanic Black,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
110021,2.0,25.0,4.0,4.0,2.0,4.0,1.0,1.0,0.78,30527.856921,27723.406961,2.0,157.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110030,2.0,27.0,4.0,4.0,2.0,3.0,3.0,2.0,1.09,43392.826551,39993.232133,2.0,149.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in Mexico
110034,2.0,35.0,4.0,4.0,2.0,5.0,3.0,1.0,0.59,7477.412123,7063.68194,1.0,171.0,Female,Non-Hispanic Black,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
110035,2.0,27.0,3.0,3.0,2.0,3.0,3.0,1.0,1.44,58809.460092,55279.084204,2.0,159.0,Female,Non-Hispanic White,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
110041,2.0,44.0,7.0,5.0,2.0,4.0,1.0,1.0,3.49,65870.389499,62781.974165,2.0,165.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110062,2.0,40.0,4.0,4.0,2.0,4.0,1.0,1.0,3.25,18052.6811,17853.609478,1.0,164.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110070,2.0,41.0,3.0,3.0,2.0,3.0,1.0,1.0,1.67,21205.534995,20105.309689,2.0,164.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110073,2.0,45.0,7.0,5.0,,5.0,1.0,1.0,1.38,5.397605346934028e-79,24879.608037,1.0,151.0,Female,Other/Multiracial,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
110091,2.0,39.0,1.0,1.0,2.0,4.0,2.0,2.0,0.73,22630.42012,21576.990917,1.0,155.0,Female,Mexican American,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
110093,2.0,30.0,4.0,4.0,2.0,2.0,3.0,1.0,0.02,20786.554001,19447.071681,2.0,157.0,Female,Non-Hispanic Black,9-11th grade,Never married,Not pregnant,Born in 50 US states or DC
110102,2.0,45.0,1.0,1.0,,3.0,1.0,2.0,2.72,42721.432711,38304.01991,1.0,169.0,Female,Mexican American,High school / GED,Married / Living with partner,,Born in Mexico
110105,2.0,25.0,4.0,4.0,2.0,4.0,1.0,1.0,2.06,17354.448298,16067.634873,2.0,165.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110112,2.0,36.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,19343.262508,18014.332727,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
110114,2.0,44.0,3.0,3.0,2.0,4.0,1.0,1.0,4.62,47421.368621,47365.928771,2.0,163.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110116,2.0,35.0,3.0,3.0,2.0,4.0,1.0,1.0,3.11,40740.930241,40145.231488,2.0,159.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110120,2.0,34.0,3.0,3.0,2.0,4.0,1.0,1.0,1.1,56409.714003,55278.297851,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110121,2.0,33.0,3.0,3.0,3.0,4.0,1.0,1.0,1.15,19284.340106,19249.916723,2.0,169.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
110123,2.0,28.0,3.0,3.0,2.0,5.0,3.0,1.0,4.45,74030.31716,69195.937909,2.0,166.0,Female,Non-Hispanic White,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
110167,2.0,29.0,4.0,4.0,2.0,4.0,3.0,1.0,1.01,4591.934081,4330.450003,1.0,150.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110176,2.0,38.0,3.0,3.0,2.0,4.0,1.0,1.0,3.18,63778.685303,60307.143827,2.0,169.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110186,2.0,27.0,4.0,4.0,2.0,4.0,3.0,1.0,0.85,12875.121678,11681.860486,1.0,158.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110211,2.0,43.0,3.0,3.0,2.0,5.0,1.0,2.0,1.81,30637.27429,29495.831287,1.0,164.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
110213,2.0,25.0,7.0,5.0,2.0,4.0,1.0,1.0,2.15,62227.300699,59664.794841,1.0,155.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110214,2.0,32.0,4.0,4.0,2.0,4.0,2.0,1.0,1.82,20516.512697,19548.834991,1.0,163.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
110218,2.0,28.0,2.0,2.0,2.0,4.0,1.0,2.0,3.27,26321.971439,24426.873561,1.0,156.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
110224,2.0,34.0,1.0,1.0,2.0,3.0,1.0,2.0,0.77,28637.715256,26932.618402,2.0,160.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
110226,2.0,26.0,4.0,4.0,2.0,4.0,3.0,1.0,2.07,42481.525583,39179.321707,2.0,157.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110234,2.0,40.0,4.0,4.0,2.0,3.0,2.0,1.0,2.15,24778.560733,23705.770266,1.0,160.0,Female,Non-Hispanic Black,High school / GED,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
110243,2.0,29.0,4.0,4.0,2.0,1.0,3.0,2.0,5.397605346934028e-79,33565.71479,29929.575853,2.0,157.0,Female,Non-Hispanic Black,Less than 9th grade,Never married,Not pregnant,Born in Mexico
110247,2.0,31.0,2.0,2.0,2.0,4.0,1.0,1.0,1.99,24154.469063,23480.572226,1.0,160.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110248,2.0,29.0,7.0,5.0,3.0,4.0,1.0,1.0,1.34,11010.77923,10520.680041,2.0,152.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
110266,2.0,29.0,4.0,4.0,2.0,4.0,1.0,1.0,,13538.758249,12697.417853,2.0,160.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110302,2.0,38.0,6.0,5.0,2.0,5.0,3.0,2.0,3.55,8800.160409,8347.86245,2.0,159.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in Mexico
110314,2.0,37.0,4.0,4.0,2.0,4.0,3.0,1.0,,5302.176488,4923.434715,2.0,167.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110319,2.0,34.0,1.0,1.0,2.0,4.0,1.0,1.0,2.63,15041.026732,14144.648385,2.0,155.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110342,2.0,34.0,4.0,4.0,2.0,4.0,1.0,1.0,1.73,13446.926552,13055.580642,1.0,165.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110355,2.0,32.0,4.0,4.0,3.0,4.0,3.0,1.0,0.06,5.397605346934028e-79,10992.604581,1.0,151.0,Female,Non-Hispanic Black,Some college / AA,Never married,Cannot determine,Born in 50 US states or DC
110374,2.0,45.0,4.0,4.0,,4.0,3.0,1.0,0.43,6619.354887,6179.481001,1.0,168.0,Female,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
110376,2.0,37.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,32458.446381,30573.713366,1.0,159.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110378,2.0,44.0,1.0,1.0,2.0,4.0,1.0,2.0,4.78,5282.168664,5295.158993,2.0,161.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
110381,2.0,40.0,7.0,5.0,2.0,3.0,3.0,1.0,0.59,28743.180694,27042.928908,1.0,158.0,Female,Other/Multiracial,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
110391,2.0,33.0,1.0,1.0,2.0,2.0,1.0,2.0,0.85,12092.701977,11367.705695,2.0,165.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
110406,2.0,31.0,4.0,4.0,2.0,4.0,3.0,1.0,2.2,8515.308619,8407.237604,1.0,152.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110408,2.0,35.0,4.0,4.0,2.0,4.0,3.0,1.0,2.22,23461.204426,21941.805333,2.0,153.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
110411,2.0,39.0,3.0,3.0,2.0,4.0,1.0,1.0,3.05,31742.105826,31158.750813,2.0,167.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110419,2.0,35.0,4.0,4.0,2.0,4.0,1.0,1.0,1.3,5288.120702,5132.33432,1.0,152.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
110425,2.0,31.0,6.0,5.0,2.0,5.0,1.0,2.0,4.93,26810.250197,24967.135515,1.0,163.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
110427,2.0,28.0,7.0,5.0,2.0,4.0,2.0,1.0,0.94,16945.949887,16018.269321,2.0,151.0,Female,Other/Multiracial,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
